probeset,hgnc
A_24_P916718,ZNF467
A_24_P916789,MUC5B
A_24_P916797,AKAP9
A_24_P916808,CRTC3
A_24_P916845,SAR1B
A_24_P916916,CYP3A5
A_24_P916927,DGKE
A_24_P91701,C22orf43
A_24_P917015,DYNC2H1
A_24_P917021,GCC2
A_24_P917026,NF1
A_24_P917051,ZFP28
A_24_P917123,MYLIP
A_24_P917164,KIAA1430
A_24_P917175,DNAH1
A_24_P917261,SETX
A_24_P917280,ALDH1A3
A_24_P917290,DNAH14
A_24_P917306,ZNF385D
A_24_P917449,HNRNPUL2-BSCL2///HNRNPUL2
A_24_P917457,RPL35P8
A_24_P917492,TTLL3
A_24_P917549,RPS27L
A_24_P917612,WIBG
A_24_P917668,THBS1
A_24_P917686,KRT18P50
A_24_P917711,PRKAB2
A_24_P917729,AGK
A_24_P917744,DCTN1
A_24_P91780,ADM2
A_24_P917810,IFIT1P1
A_24_P917833,TMED10
A_24_P917866,SETP14
A_24_P917934,U2AF1
A_24_P917951,NOC2L
A_24_P918032,WHAMMP3///WHAMMP2
A_24_P918147,FBXO32
A_24_P918157,CBFA2T2
A_24_P918266,TMTC3
A_24_P91830,SPANXN3
A_24_P918317,DKK3
A_24_P91832,ATP1B4
A_24_P918384,NSD1
A_24_P918387,POLE
A_24_P918397,SLC25A28
A_24_P918436,CSNK1E
A_24_P918500,ITSN1
A_24_P918518,P4HTM
A_24_P91852,DYNLT3
A_24_P918527,TCF4
A_24_P918575,COL20A1
A_24_P918673,RBM4
A_24_P918706,SESN3
A_24_P918740,APC
A_24_P918752,CHD7
A_24_P918762,PARVB///PARVG
A_24_P918808,OAZ1
A_24_P918875,MT-TF
A_24_P918888,LINC00476
A_24_P918930,DLEU1
A_24_P918970,ERBB3
A_24_P919084,SLC22A16
A_24_P919096,ERBB3
A_24_P919114,LINC00343
A_24_P919150,ACAN
A_24_P91916,NXT2
A_24_P919224,INMT-FAM188B///FAM188B
A_24_P919249,ADCY5
A_24_P919279,ZNF790
A_24_P919304,FNDC3B
A_24_P919311,TNC
A_24_P919330,FTH1
A_24_P919399,ATP10D
A_24_P919419,NIPAL3
A_24_P919460,SNORA64///RPS2
A_24_P919510,RBM5
A_24_P919538,CD44
A_24_P919727,PPP6R2
A_24_P919805,PITRM1-AS1
A_24_P919840,RBM26
A_24_P91985,WDR17
A_24_P919850,BDKRB1
A_24_P919863,POLK
A_24_P919899,ATPAF1
A_24_P91991,NAT8L
A_24_P919958,IQCK
A_24_P919974,REN
A_24_P919989,ABCC5
A_24_P920016,FAM200B
A_24_P920025,KIAA1456
A_24_P920090,NR5A2
A_24_P920102,SYF2
A_24_P920125,PPIA
A_24_P920157,ZNF209P
A_24_P920170,YLPM1
A_24_P920181,YIPF6
A_24_P920188,ZNF24
A_24_P920207,ARHGAP23
A_24_P920298,NAIF1
A_24_P920344,PRKD3
A_24_P920355,CEP97
A_24_P920398,PARP14
A_24_P920447,C14orf132
A_24_P920521,COMMD6
A_24_P920534,GSTM3
A_24_P920646,CYP19A1
A_24_P920693,LUC7L3
A_24_P920730,GDPD1
A_24_P920823,SSFA2
A_24_P920851,CRYBG3
A_24_P920880,ZSCAN18
A_24_P920904,C8orf59
A_24_P920922,SOGA1
A_24_P920968,GEN1
A_24_P920979,ASB7
A_24_P920994,PGLS
A_24_P921032,SLC2A3P1///PANK3
A_24_P92106,LINC00687
A_24_P921086,CAPN8
A_24_P921122,TXK
A_24_P921129,PDE4B
A_24_P921144,NUFIP2
A_24_P921155,C3orf17
A_24_P921260,TROVE2
A_24_P921327,TAPT1
A_24_P921343,SCAF11
A_24_P921366,CALD1
A_24_P921436,FBN2
A_24_P921477,METTL23
A_24_P921554,ZNF826P
A_24_P921584,ALDOA
A_24_P921610,SNORD108
A_24_P921660,RBM47
A_24_P921683,FOXP2
A_24_P92174,IGHV2-5
A_24_P921781,DMRT3
A_24_P921823,TCF7L2
A_24_P92183,PABPC1L
A_24_P921871,EEF1GP4
A_24_P921897,HOOK1
A_24_P921906,DBIL5P2
A_24_P921933,SRSF1
A_24_P922056,SNRNP35
A_24_P922062,KIAA0895L
A_24_P922120,PSMA6
A_24_P922139,CREM
A_24_P922244,ZNF497
A_24_P922261,SRGAP1
A_24_P922288,TMCC1
A_24_P922357,C22orf39
A_24_P922367,SH3YL1
A_24_P922378,ERG
A_24_P922414,CHCHD5
A_24_P922475,ATF7
A_24_P922497,GINS4
A_24_P92256,SGSM2
A_24_P922569,PKD1L1
A_24_P922606,NUP160
A_24_P922631,C5orf58
A_24_P922732,ORMDL1
A_24_P922808,DESI2
A_24_P922849,ANHX
A_24_P922858,TMEM33
A_24_P922877,KLC1
A_24_P922919,ACP1
A_24_P922921,MYO9B
A_24_P922948,FAM118A
A_24_P922969,RALGAPA1
A_24_P923011,PLG
A_24_P923028,TAT
A_24_P923076,HECTD1
A_24_P923102,KLHL23
A_24_P923113,TMOD3
A_24_P923190,RGP1
A_24_P923251,TGM2
A_24_P923303,FIGNL1
A_24_P923353,ALDH5A1
A_24_P923370,HAVCR2
A_24_P923478,POLK
A_24_P923483,SLC6A13
A_24_P923591,PPIL2
A_24_P923594,ZNF605
A_24_P923612,PTHLH
A_24_P923629,XPNPEP3
A_24_P923654,TMX4
A_24_P92367,YDJC
A_24_P923684,SIRT3
A_24_P923749,SFT2D3
A_24_P923757,ATF7IP
A_24_P923765,MEX3D
A_24_P923807,CIITA
A_24_P923832,ADAMTS13
A_24_P923884,RNF213
A_24_P923922,SNX29P2
A_24_P923934,RAPGEF6
A_24_P923945,UBR4
A_24_P923962,STAT3
A_24_P923984,SGOL1
A_24_P924040,SSFA2
A_24_P924062,RAMP2-AS1
A_24_P92411,TTC4P1
A_24_P924183,MYO10
A_24_P924202,PCNXL3///MIR4690
A_24_P924217,CNTLN
A_24_P924251,ARSE
A_24_P924261,ERVFRD-1
A_24_P924296,LINC00310
A_24_P924301,GALNT18
A_24_P924329,ZNF234
A_24_P924371,ZBTB7A
A_24_P924389,BZW1
A_24_P924484,MFI2
A_24_P924494,SLC47A1
A_24_P924504,TNC
A_24_P92451,FAM230B///FAM230C
A_24_P924591,VEZF1
A_24_P924602,TH
A_24_P924681,RAP2B
A_24_P924697,CDC42EP3
A_24_P92472,CFI
A_24_P924720,SLC26A4-AS1
A_24_P924721,TPM1
A_24_P924764,BHMT2
A_24_P924816,SLC2A13
A_24_P924836,CRYZL1
A_24_P92486,OR2W6P
A_24_P924862,RAPH1
A_24_P924915,SPTLC1P5///SPTLC1P1///SPTLC1P2///SPTLC1P4///ABHD2
A_24_P924932,BCL2L15
A_24_P924999,AHDC1
A_24_P925040,CAV2
A_24_P925062,MXRA7
A_24_P92508,PKHD1
A_24_P925124,MBD1
A_24_P925186,SOX5P
A_24_P925191,CAT
A_24_P925241,ARAP1///STARD10
A_24_P925261,ZNF585A
A_24_P925292,RSBN1L
A_24_P925314,GM2A
A_24_P925342,MAN1C1
A_24_P925361,MBNL1
A_24_P925413,CMYA5
A_24_P925422,DSTN
A_24_P925505,CD36
A_24_P92558,ZNF674
A_24_P925586,SSSCA1-AS1
A_24_P925611,DDX17
A_24_P925635,SEPT7P2
A_24_P925647,LINC00899
A_24_P925664,MDM2
A_24_P925709,NISCH
A_24_P925737,NOS1AP///C1orf226
A_24_P925748,HAND2-AS1
A_24_P925799,TRBV7-4
A_24_P925818,HSD3B1
A_24_P925830,ZNF449
A_24_P925840,SART3
A_24_P925882,TRMT10B
A_24_P926053,EEF1D
A_24_P926150,NCKAP1
A_24_P926189,RBM26
A_24_P926195,MAN1A2
A_24_P926284,OFCC1
A_24_P926285,CAMKMT
A_24_P926314,FAM173B
A_24_P926367,THRAP3
A_24_P926382,KLC2
A_24_P926400,GGA1
A_24_P926432,ZMYND8
A_24_P926507,SLC14A1
A_24_P926529,MPHOSPH6
A_24_P926543,C11orf82
A_24_P926554,WARS2
A_24_P926566,ARHGEF6
A_24_P926631,DNAH8
A_24_P926666,LRRFIP1
A_24_P926670,CRHR1-IT1
A_24_P926684,UBE2D3
A_24_P926755,GIGYF2
A_24_P926760,NKTR
A_24_P926770,LRP10
A_24_P926783,ZNF880
A_24_P92680,ACTA2-AS1
A_24_P92683,IGHV3OR15-7///IGHV3-15///IGHV3-20///IGHV3-35///IGHV3-38///IGHV3-53///IGHV3-66///IGHV3OR16-6///IGHV3OR16-7///IGHV3-73///IGHV3-74///IGHV3-6///IGHV3OR16-13
A_24_P926859,SEC24D
A_24_P926972,SENP3
A_24_P926979,FLT4
A_24_P927041,PRND
A_24_P927182,POU2F1
A_24_P927189,OXNAD1
A_24_P927222,RBM27
A_24_P927287,KRAS
A_24_P927311,GPATCH2L
A_24_P927325,C2CD3
A_24_P927416,MROH3P
A_24_P927432,TRGV5///TRGV4
A_24_P92744,RPS2P52
A_24_P927444,SPECC1
A_24_P927500,GOLM1
A_24_P927507,OSBPL1A
A_24_P92752,C1orf194
A_24_P927537,TFAM
A_24_P927639,PEX13
A_24_P927650,VPS13C
A_24_P927679,ZNF771
A_24_P927756,KRT77
A_24_P927815,HNRNPA1P51
A_24_P927850,IDH3A
A_24_P927863,PTPRE
A_24_P927883,JADE2
A_24_P927976,KATNAL2
A_24_P928017,COX6CP1
A_24_P928038,IDE
A_24_P928052,NRP1
A_24_P928061,DISC1
A_24_P928068,TAF15
A_24_P928208,CCDC64
A_24_P928217,FAM134A
A_24_P928243,FXYD3
A_24_P928281,FGD2
A_24_P928361,NIN
A_24_P928408,SATB2
A_24_P928422,SFTPA1
A_24_P928489,ZNF66
A_24_P9285,LMAN2
A_24_P928510,THEM4
A_24_P928522,DST
A_24_P928582,HLF
A_24_P928627,DCLK1
A_24_P928658,SFTPA1
A_24_P928686,PI4KAP1///HIC2
A_24_P928772,POLB
A_24_P928798,MAVS
A_24_P928852,ADAMTS12
A_24_P928872,CYB5R1
A_24_P928888,TMEM74
A_24_P928901,SLC31A1
A_24_P928949,KRT8P25
A_24_P928969,PTPN3
A_24_P929003,ITGB3
A_24_P929083,MAGI2-AS3
A_24_P929106,PSIP1
A_24_P929221,SIAE
A_24_P929268,TTBK2
A_24_P929367,FAM179A
A_24_P929369,AP4E1
A_24_P929388,TMEM169
A_24_P929441,ARID5A
A_24_P929514,PPP5D1
A_24_P92952,ARID1A
A_24_P929565,LINC01121
A_24_P929570,RAPH1
A_24_P929640,ZNF724P
A_24_P929724,IBTK
A_24_P929745,ZNF362
A_24_P929754,MKNK2
A_24_P929824,ITGB8
A_24_P929867,RPL12P44
A_24_P929899,ADAM22
A_24_P929909,POU1F1
A_24_P929957,ADCY6
A_24_P930015,MACROD2
A_24_P930088,C1orf132
A_24_P930100,CENPL
A_24_P930111,SLC4A10
A_24_P930169,SIMC1
A_24_P930317,ELAVL4
A_24_P930347,ZNF226
A_24_P930415,SPRN
A_24_P930418,RBPMS
A_24_P930432,RASGEF1B
A_24_P930442,RCC1
A_24_P930507,ATXN2
A_24_P93051,EEF1A1P28
A_24_P930635,STARD13
A_24_P930707,RAD50
A_24_P930741,EPHA10
A_24_P930756,SCML4
A_24_P930782,PRNT
A_24_P930796,VSTM4
A_24_P930868,GRIP2
A_24_P930883,PDS5B
A_24_P930926,BAG4
A_24_P930927,GNPTAB
A_24_P930975,CD300LD
A_24_P930985,RXRA
A_24_P931007,MROH5
A_24_P931030,LINC00641
A_24_P93111,KRT8P36
A_24_P931211,ROPN1///ROPN1B
A_24_P931355,CFTR
A_24_P931428,TCF4
A_24_P931443,GPR68
A_24_P931476,BOD1L1
A_24_P931503,PHIP
A_24_P931533,DEFB114
A_24_P93184,METTL21AP1///BRWD1
A_24_P931889,TMEM131
A_24_P932016,HUWE1
A_24_P93206,TMEM179
A_24_P932066,TMEM33
A_24_P9321,HIST1H3I
A_24_P932193,SLC22A11
A_24_P932203,KAT6A
A_24_P932233,TET2
A_24_P932293,ZSWIM8
A_24_P932308,COQ9
A_24_P932319,CLASP2
A_24_P932416,TMEM14E
A_24_P932418,AP2A2
A_24_P932435,ANGPT2
A_24_P932479,PCF11
A_24_P93251,EIF4BP6///EIF4B
A_24_P932547,GPR64
A_24_P932594,ULK2
A_24_P932632,MED28
A_24_P932706,HUS1
A_24_P932736,HMBOX1
A_24_P932757,KIAA0101
A_24_P932760,KLC1
A_24_P932851,KIF1C
A_24_P932887,SPOCD1
A_24_P932981,KLF6
A_24_P932988,SPEG
A_24_P933011,TMEM200C
A_24_P933037,ELAVL2
A_24_P93309,CDNF
A_24_P93316,BMS1P20///IGLV5-52
A_24_P93321,KRT8P21
A_24_P933228,CXCR2
A_24_P933319,RAB3B
A_24_P933340,PNLIPRP1
A_24_P933400,ERGIC2
A_24_P933418,ABI2
A_24_P933448,CLVS1
A_24_P933458,NAV2
A_24_P933492,ZDHHC21
A_24_P933503,MON2
A_24_P93353,TTC37
A_24_P933565,PGAP1
A_24_P933580,NAV2
A_24_P933618,SNX29
A_24_P933675,HMGN1
A_24_P933688,NAV2
A_24_P933704,PAM
A_24_P933706,ZNRF2
A_24_P933801,PEAK1
A_24_P933802,PEAK1
A_24_P933828,CREB5
A_24_P933838,UBAP2L
A_24_P933908,GPNMB
A_24_P933927,LACTBL1
A_24_P934145,MYH6
A_24_P934162,HCG18
A_24_P934202,LONRF1
A_24_P934245,POLM
A_24_P934355,NOS1
A_24_P934387,SLC5A12
A_24_P934455,HIP1
A_24_P934487,STXBP2
A_24_P934510,MAP3K13
A_24_P93452,RPL5P30
A_24_P934522,HSPH1
A_24_P934528,BTN2A1
A_24_P934546,SFRP2
A_24_P934563,MTCH2
A_24_P934592,CLEC18A
A_24_P934594,AKAP8L
A_24_P9346,SYNGAP1
A_24_P934704,FOXD4L2///FOXD4L5///FOXD4L4
A_24_P934755,EIF4E2
A_24_P934800,ERI2
A_24_P934809,CSNK2A2
A_24_P934939,STARD6
A_24_P935009,CRKL
A_24_P935026,STK4
A_24_P935033,IL6ST
A_24_P935045,GLYCTK-AS1
A_24_P935103,ADCY9
A_24_P935235,CAPN14
A_24_P935243,C8orf34
A_24_P935252,FXR1
A_24_P935276,ZNF766
A_24_P935318,MRPS11P1
A_24_P935330,PRKCB
A_24_P935437,MBP
A_24_P935491,COL3A1
A_24_P935608,LRRC3C
A_24_P935621,DYRK1A
A_24_P935622,DDX56
A_24_P935712,PHLPP1
A_24_P935735,N4BP2L2
A_24_P935782,ZNF121
A_24_P935794,FAM150A
A_24_P935804,CCDC66
A_24_P935819,SOD2
A_24_P935839,GRIK2
A_24_P935881,SERF1B///SERF1A
A_24_P935889,ACOX1
A_24_P935893,FAM46C
A_24_P935919,RAPGEF2
A_24_P935951,CASZ1
A_24_P935986,BCAT1
A_24_P936010,LASP1
A_24_P936041,HERC4
A_24_P936051,CNPY2
A_24_P936122,STX16
A_24_P936145,GNAO1
A_24_P936171,AGMAT
A_24_P936232,SLIT3
A_24_P93624,RAB3IP
A_24_P936252,DANCR///MIR4449///SNORA26
A_24_P936272,HLA-C
A_24_P936319,GAB1
A_24_P93633,DENND4C
A_24_P936363,ERVK13-1
A_24_P936373,JPH4
A_24_P936376,CR2
A_24_P936444,CSNK2A1
A_24_P936496,NPIPP1///PKD1P5///NPIPA1///NPIPB3///NPIPB4///NPIPB5
A_24_P936537,ANKRD36C
A_24_P936556,ADARB1
A_24_P93656,CAND1
A_24_P93664,C1orf145
A_24_P936688,SNRK
A_24_P936692,GNAI2
A_24_P936767,TRIM25
A_24_P936779,PLCB2
A_24_P936809,CAPN8
A_24_P936875,DOT1L
A_24_P936899,C12orf55
A_24_P936911,POLR1A
A_24_P936999,ZNF462
A_24_P937029,PRKAG2
A_24_P93703,TMEM198B
A_24_P937070,SREK1
A_24_P937095,SLC30A1
A_24_P937119,ZNF292
A_24_P937159,KLF8
A_24_P937231,NHSL1
A_24_P937256,RELA
A_24_P93728,TCEANC2
A_24_P937306,AP1S2
A_24_P937317,IL31
A_24_P937319,HGS
A_24_P937325,FGD4
A_24_P937405,PRSS23
A_24_P93741,RFT1
A_24_P937435,ELMOD3
A_24_P937445,TAOK1
A_24_P937468,CSNK1G3
A_24_P93754,KDM4C
A_24_P937588,DCC
A_24_P937691,EXPH5
A_24_P937790,CCDC166
A_24_P937817,FAS
A_24_P937855,SIKE1
A_24_P937965,RAB3GAP1
A_24_P93798,RIOK1
A_24_P93810,CNPY2
A_24_P938101,MYOM1
A_24_P938213,GVINP1
A_24_P938281,TRIP12
A_24_P938284,FCGR2B
A_24_P938293,HES1
A_24_P938313,FHIT
A_24_P938352,CPM
A_24_P938383,FAM199X
A_24_P938403,JPH3
A_24_P938465,LARP1B
A_24_P93850,HOXB-AS3
A_24_P938516,C17orf85
A_24_P93855,FOXP4
A_24_P938572,ZNF847P
A_24_P938614,CDS1
A_24_P93887,MED29
A_24_P93896,CNNM2
A_24_P93901,SIN3B
A_24_P93916,PER1
A_24_P93948,KIF5A
A_24_P93967,FMR1
A_24_P940006,EFNB3
A_24_P940059,IPCEF1
A_24_P940086,NXPH3
A_24_P940115,DLC1
A_24_P940125,CNOT6
A_24_P940135,CTBS
A_24_P940149,C2CD2
A_24_P940166,PAPSS2
A_24_P940188,ZBTB40
A_24_P940197,PAPD5
A_24_P940218,PPP2R2D
A_24_P940275,FRMPD4
A_24_P940288,PGS1
A_24_P940310,URB1
A_24_P940327,LAT2
A_24_P940348,FAM129C
A_24_P940365,C17orf104
A_24_P940385,KIF1C
A_24_P940396,DCAF5
A_24_P940411,CXorf36
A_24_P940426,QKI
A_24_P940469,ADH1B
A_24_P940477,FUBP3
A_24_P940499,MOB1A
A_24_P940517,PCYOX1
A_24_P940524,ZFX
A_24_P940537,STK35
A_24_P94054,STK4
A_24_P940545,PHYHIPL
A_24_P940576,KLHL42
A_24_P940599,SYNCRIP
A_24_P940620,CCDC57
A_24_P940644,ARHGAP19-SLIT1///SLIT1
A_24_P940666,MED1
A_24_P940678,CASC5
A_24_P940694,SLC44A5
A_24_P940725,PNISR
A_24_P940776,BDP1
A_24_P940790,OGFOD3
A_24_P940803,EPT1
A_24_P940815,SGPL1
A_24_P940857,STXBP6
A_24_P940863,ANKMY1
A_24_P940897,OR2H1
A_24_P940909,TTC7A
A_24_P940921,SETX
A_24_P940944,EIF3F
A_24_P941038,VSTM4
A_24_P941051,CSTF2T
A_24_P941148,HAUS6
A_24_P941166,ZNF425
A_24_P941167,APOL6
A_24_P941188,OTUD3
A_24_P941210,USP6
A_24_P941217,SGPP2
A_24_P941268,CA5B
A_24_P941279,SRCAP
A_24_P941309,ZNF224
A_24_P941322,QKI
A_24_P941336,TSR1
A_24_P941339,KCNE1
A_24_P941353,PCYT1B
A_24_P941359,FAM65B
A_24_P941376,ZNF473
A_24_P941407,MICALL1
A_24_P941441,GNA13
A_24_P941459,MED17
A_24_P941487,ZNF761
A_24_P941505,FAM120A
A_24_P941526,ACSL6
A_24_P941557,MVB12B
A_24_P941572,FAM114A1
A_24_P941586,KAT6B
A_24_P941625,ZNF70
A_24_P941643,PLCB1
A_24_P941649,VPS37A
A_24_P941670,AGO4
A_24_P941699,PCGF5
A_24_P941708,RUFY2
A_24_P941759,G2E3
A_24_P941773,METTL7A
A_24_P941787,PRPF4B
A_24_P941824,KIF3B
A_24_P941831,TMEM237
A_24_P941845,AMIGO3///GMPPB
A_24_P941866,C5orf56
A_24_P941870,ALDH1L1
A_24_P941880,GPR176
A_24_P941896,GRID1
A_24_P941898,NUTM2D
A_24_P941912,DTX3L
A_24_P941922,CNOT4
A_24_P941930,EAF1
A_24_P941946,RALGAPA2
A_24_P941947,LPCAT1
A_24_P941988,SPAST
A_24_P942002,ACAP2
A_24_P942030,VAMP4
A_24_P942068,TANC2
A_24_P942092,SPACA6P
A_24_P942112,POLR1B
A_24_P942132,TRAPPC6B
A_24_P942211,SLC35E2B
A_24_P94222,FBLIM1
A_24_P942250,CHD9
A_24_P942253,PHF8
A_24_P942296,CNOT2
A_24_P942321,FRMD4A
A_24_P942328,DHFR
A_24_P942335,TICRR
A_24_P942346,ECT2L
A_24_P942354,PITPNA
A_24_P942370,GALNT4///POC1B-GALNT4
A_24_P942385,ARHGAP44
A_24_P942441,NRXN1
A_24_P942454,INADL
A_24_P942469,SPAG9
A_24_P942481,GPR180
A_24_P942492,PALM2
A_24_P942493,WSCD1
A_24_P942517,TMX4
A_24_P942589,UGT8
A_24_P942600,WNK2
A_24_P942604,SMC1A
A_24_P942621,ST18
A_24_P942630,KDM6B
A_24_P942636,AFF4
A_24_P942648,EVL
A_24_P942694,C10orf118
A_24_P942730,ZSCAN29
A_24_P942743,ZFY
A_24_P942773,SLMAP
A_24_P942786,DYRK2
A_24_P942805,BRICD5///PGP
A_24_P942822,MDH1B
A_24_P942850,PGAP1
A_24_P942893,TEX261
A_24_P942904,BMPER
A_24_P942921,UBXN10
A_24_P942933,APOBEC3G
A_24_P942945,GPR126
A_24_P942954,KIF17///SH2D5
A_24_P943000,POP1
A_24_P943011,RADIL
A_24_P943017,CERS3
A_24_P943026,EPB41L4A
A_24_P943040,GNPNAT1
A_24_P943062,GSE1
A_24_P943095,SPECC1
A_24_P943106,U2SURP
A_24_P943113,EIF4E3
A_24_P943129,CDC20B
A_24_P943143,C16orf70
A_24_P943156,MIB1
A_24_P943180,CDH23
A_24_P94319,C1orf177
A_24_P943193,PREPL
A_24_P943205,EPSTI1
A_24_P943252,HIST1H2BN
A_24_P943263,RASA4CP///RASA4
A_24_P943283,DENND1B
A_24_P943301,PEAR1
A_24_P943335,PRKAR2A
A_24_P943352,DNHD1
A_24_P943358,DBF4
A_24_P943370,GAGE1
A_24_P943393,AHNAK
A_24_P943429,WNK1
A_24_P943445,FBXL19-AS1
A_24_P943472,NR1D2
A_24_P943484,AHI1
A_24_P94351,C1orf56
A_24_P943566,PHACTR1
A_24_P943575,CHD6
A_24_P943588,TXNRD2
A_24_P943597,PHLDA1
A_24_P943613,TBC1D1
A_24_P943781,CPED1
A_24_P943792,CD47
A_24_P943802,THAP9-AS1
A_24_P943815,PNPLA4
A_24_P943866,CDCP2
A_24_P943888,GRWD1
A_24_P943894,SCUBE3
A_24_P943922,CACHD1
A_24_P943949,LRRC8B
A_24_P943957,PIKFYVE
A_24_P943997,ARL5B
A_24_P94402,MYCN
A_24_P944040,RRP1B
A_24_P944049,CEP68
A_24_P944063,ZNF785
A_24_P944131,GPR83
A_24_P944144,DIDO1
A_24_P944154,MCTP2
A_24_P94419,CEP68
A_24_P944222,TMTC3
A_24_P944253,KLHL6
A_24_P944291,FZR1
A_24_P944299,CDC42BPA
A_24_P944320,ZNF517
A_24_P944331,PAQR5
A_24_P944336,ELAVL4
A_24_P944378,EPB41L4A
A_24_P944383,WWTR1
A_24_P944390,WWTR1
A_24_P944427,SETD5
A_24_P944437,ARID5B
A_24_P944444,MAPKBP1
A_24_P944458,INSIG2
A_24_P944472,AKT1S1
A_24_P944519,PDE4D
A_24_P944541,PREPL
A_24_P944588,ZNF682
A_24_P944616,HP1BP3
A_24_P944640,EPB41L5
A_24_P944677,ATP6V1C1
A_24_P944714,ATP8A2
A_24_P944723,PGM3
A_24_P944741,LRP2BP
A_24_P944751,KIAA0930
A_24_P944756,NECAB1
A_24_P944788,HGF
A_24_P944827,ATG7
A_24_P944964,GP5
A_24_P944973,EYS
A_24_P944991,SREK1IP1
A_24_P945000,SKA2
A_24_P945059,MYCT1
A_24_P945096,CACNA1I
A_24_P945113,ACVRL1
A_24_P945147,RABEP1
A_24_P945160,PDPK1
A_24_P945165,ACOT11
A_24_P945181,RBM15B
A_24_P945194,PDCD6IP
A_24_P945215,USP6NL
A_24_P945228,CYP4V2
A_24_P945268,SLC25A36
A_24_P945283,DLG3
A_24_P945298,ZNF788
A_24_P945312,PAPOLB
A_24_P945355,B3GNT4
A_24_P945365,PTGER3
A_24_P945396,SF3B3
A_24_P9454,OGDH
A_24_P945408,ARMC9
A_24_P94643,TNK2
A_24_P94651,ARIH2
A_24_P94722,TMEM184C
A_24_P94916,LST1
A_24_P95007,GTF2IP1///GTF2I
A_24_P95029,TAX1BP1
A_24_P95038,PPIAP22///PPIAP31///PPIAP29///PPIAP11///PPIA
A_24_P95059,ZP3///POMZP3
A_24_P95070,TFPI2
A_24_P95154,TUSC3
A_24_P95198,PRRC2B
A_24_P95273,SETX
A_24_P95439,CARS
A_24_P95822,NPTN
A_24_P9605,PPP1R16A
A_24_P96171,TGFB1///B9D2
A_24_P96234,QTRT1
A_24_P96325,ZGPAT///LIME1
A_24_P96403,RUNX1
A_24_P96449,EMID1
A_24_P96474,LDOC1L
A_24_P96505,GFRA2
A_24_P96527,ATP5L
A_24_P96593,EVI5
A_24_P96709,CDK11B///CDK11A
A_24_P9671,DNAJA1
A_24_P96749,AGO1
A_24_P96762,TRNAU1AP
A_24_P96780,CENPF
A_24_P96857,ERMAP
A_24_P96897,SYT6
A_24_P96961,SPSB1
A_24_P97001,PRPF38A
A_24_P97104,DPP4
A_24_P97129,SDC1
A_24_P97145,KIDINS220
A_24_P97197,CTDSP1
A_24_P97221,MRPL35
A_24_P97257,RPL31
A_24_P97342,PROK2
A_24_P97374,EOMES
A_24_P97405,CCRL2
A_24_P97465,CISH
A_24_P97526,CMTM6
A_24_P97559,ASB5
A_24_P97687,HTR1A
A_24_P97703,PAM
A_24_P97770,ERGIC1
A_24_P97825,CCDC69
A_24_P97836,RAD17
A_24_P97849,DBN1
A_24_P97931,CSNK2B
A_24_P98006,MCHR2
A_24_P98021,MAP7
A_24_P98086,GNA12
A_24_P9809,ZRANB1
A_24_P98109,SNX10
A_24_P98161,KRIT1
A_24_P98210,TFEC
A_24_P98249,TACC1
A_24_P98251,VPS13B
A_24_P98263,EBAG9
A_24_P98277,GOLGA7
A_24_P9833,PRDM11
A_24_P98371,PSIP1
A_24_P98385,RNF20
A_24_P98411,HSPA5
A_24_P98524,PPP3CB
A_24_P98555,FAM45B///FAM45A
A_24_P98613,TSPAN14
A_24_P98723,LIN7C
A_24_P98762,PPP2R1B
A_24_P98783,C1QTNF5///MFRP
A_24_P9883,AP5B1
A_24_P98843,GAB2
A_24_P98914,PFKM
A_24_P98948,GPRC5A
A_24_P98975,ANKRD13A
A_24_P99005,ACSS3
A_24_P99046,STK38L
A_24_P99066,RNF17
A_24_P99071,IPO5
A_24_P99090,CKAP2
A_24_P99145,KCNH5
A_24_P99152,ZFP36L1
A_24_P99175,ZDHHC22
A_24_P99216,LRP10
A_24_P99244,FGF7
A_24_P99371,THUMPD1
A_24_P995,DCAF13
A_24_P99526,TTYH2
A_24_P99639,NEK8
A_24_P99679,POLR2A
A_24_P99795,ISOC2
A_24_P99838,ZNF223
A_24_P99963,CSNK1G2
A_32_P10003,TUBA3D
A_32_P100109,REPS2
A_32_P100338,CALM2P2
A_32_P100428,UBE2L5P///UBE2L3
A_32_P100439,MTURN
A_32_P100464,TGFBR3L
A_32_P100683,TTC28
A_32_P10083,FRRS1L
A_32_P100830,KIF19
A_32_P100974,RPL24
A_32_P10100,SNRPGP10
A_32_P101031,LYPD1
A_32_P101110,LINC01013
A_32_P10123,FAM204A
A_32_P101235,UHRF1
A_32_P101264,SLC35G1
A_32_P101301,USP39
A_32_P101313,PTPLAD2
A_32_P101352,CXorf65
A_32_P101379,TMEM132B
A_32_P101490,ANKRD18A
A_32_P101623,LINC01088
A_32_P10165,PRKCH
A_32_P101689,FAM3C2///FAM3C
A_32_P101775,RYBP
A_32_P101779,SEC14L3
A_32_P101844,NRBF2P2
A_32_P101860,TMEM106A
A_32_P101917,FENDRR
A_32_P102062,FOXO3B///FOXO3
A_32_P102252,VDAC1P1
A_32_P102300,RCOR3
A_32_P102428,FAM85A
A_32_P102439,SLIT2-IT1
A_32_P10272,PMS2P10
A_32_P102778,ZNF626
A_32_P102935,SPDYA
A_32_P102966,KCNJ2-AS1
